Date, Open, High, Low, Close, Volume
2022-07-28, 30.00, 30.40, 29.90, 30.00, 3515200
2022-07-27, 29.50, 29.95, 29.00, 29.55, 568100
2022-07-26, 29.20, 29.50, 28.90, 29.00, 2508100
2022-07-25, 29.50, 30.00, 29.00, 29.50, 2313900
2022-07-22, 29.75, 30.00, 28.95, 29.00, 6648900
2022-07-21, 28.95, 29.50, 28.20, 28.55, 3783100
2022-07-20, 29.00, 29.00, 28.00, 28.15, 8901200
2022-07-19, 29.80, 29.80, 28.50, 28.90, 2678200
2022-07-18, 31.00, 31.70, 29.00, 30.00, 3273000
2022-07-15, 32.95, 33.00, 29.50, 31.45, 2575700
2022-07-14, 30.50, 32.50, 30.25, 32.05, 2795900
2022-07-13, 30.00, 30.50, 29.95, 30.00, 6032300
2022-07-12, 29.00, 30.00, 28.35, 29.50, 9781300
2022-07-08, 28.00, 28.70, 28.00, 28.20, 4897700
2022-07-07, 28.00, 28.00, 27.80, 27.95, 6109800
2022-07-06, 27.95, 28.70, 27.50, 27.75, 11302300
2022-07-05, 27.55, 28.00, 27.20, 27.60, 18317400
2022-07-04, 25.95, 27.55, 25.95, 26.55, 7884000
2022-07-01, 25.00, 26.45, 24.90, 25.05, 15171700
2022-06-30, 25.25, 26.50, 24.50, 24.95, 8554700
2022-06-29, 24.00, 25.50, 23.50, 24.90, 1840500
2022-06-28, 23.30, 24.00, 23.15, 23.35, 4773300
2022-06-27, 24.00, 24.00, 23.00, 23.15, 4577100
2022-06-24, 23.60, 24.00, 23.00, 23.10, 36145199
2022-06-23, 23.80, 23.80, 23.35, 23.50, 502800
2022-06-22, 24.00, 24.00, 23.30, 23.45, 30606100
2022-06-21, 24.50, 24.90, 23.75, 24.00, 15713500
2022-06-20, 24.50, 24.90, 24.20, 24.35, 801800
2022-06-17, 25.00, 25.50, 24.10, 24.30, 18296801
2022-06-16, 25.50, 25.80, 24.50, 25.05, 4425700
2022-06-15, 26.40, 26.70, 25.45, 25.70, 18507900
2022-06-14, 26.50, 27.30, 26.20, 26.35, 5509800
2022-06-13, 27.40, 27.40, 26.40, 26.50, 16953301
2022-06-10, 27.80, 28.00, 26.60, 26.70, 12130500
2022-06-09, 26.95, 27.90, 26.55, 26.60, 11001700
2022-06-08, 26.75, 27.00, 26.35, 26.45, 10383400
2022-06-07, 26.75, 26.85, 26.30, 26.40, 10187100
2022-06-06, 26.85, 27.05, 26.30, 26.35, 5323200
2022-06-03, 26.45, 26.85, 26.05, 26.20, 7264000
2022-06-02, 26.25, 26.40, 25.95, 26.00, 7618600
2022-05-31, 26.30, 26.45, 25.95, 26.00, 20079900
2022-05-30, 26.80, 26.80, 26.00, 26.25, 2565300
2022-05-27, 26.95, 27.00, 26.30, 26.45, 5134300
2022-05-26, 26.75, 27.25, 26.55, 26.85, 15557000
2022-05-25, 27.00, 27.00, 26.50, 26.55, 7833200
2022-05-24, 26.50, 26.90, 25.50, 26.35, 20684199
2022-05-23, 27.70, 28.00, 26.05, 26.65, 5713100
2022-05-20, 28.50, 28.50, 27.50, 27.80, 2596200
2022-05-19, 29.45, 29.45, 27.50, 28.05, 3844600
2022-05-18, 30.50, 30.50, 28.00, 29.45, 6899300
2022-05-17, 30.30, 30.55, 30.10, 30.45, 5200100
2022-05-16, 31.00, 31.00, 30.10, 30.30, 12643600
2022-05-13, 31.80, 31.80, 30.00, 30.20, 2640500
2022-05-12, 32.95, 33.20, 31.00, 31.85, 4952400
2022-05-11, 32.50, 33.00, 32.30, 32.40, 9180000
2022-05-10, 32.25, 32.95, 32.00, 32.25, 11056900
2022-05-09, 32.00, 32.50, 32.00, 32.20, 22141100
2022-05-06, 32.85, 33.00, 31.50, 32.00, 19178801
2022-05-05, 33.40, 33.45, 32.00, 32.95, 382700
2022-05-04, 33.70, 34.00, 33.20, 33.50, 10003100
2022-04-28, 33.90, 33.90, 33.50, 33.70, 3389800
2022-04-27, 34.00, 34.00, 33.50, 33.80, 2155100
2022-04-26, 34.00, 34.00, 33.25, 33.85, 3325700
2022-04-25, 35.00, 35.00, 33.90, 34.00, 2071900
2022-04-22, 34.50, 35.00, 34.00, 34.20, 2441600
2022-04-21, 35.10, 35.45, 34.50, 34.75, 15472200
2022-04-20, 35.00, 35.50, 35.00, 35.05, 2113100
2022-04-19, 35.35, 35.50, 34.90, 35.00, 16557301
2022-04-14, 35.50, 35.90, 35.00, 35.30, 942000
2022-04-13, 35.00, 35.90, 35.00, 35.45, 9471400
2022-04-12, 34.20, 35.05, 34.00, 34.70, 16427400
2022-04-11, 35.00, 35.00, 34.00, 34.10, 654600
2022-04-08, 35.10, 35.10, 34.70, 35.00, 1899000
2022-04-07, 35.40, 35.40, 34.90, 35.05, 4939800
2022-04-06, 35.40, 35.50, 34.90, 35.10, 2546600
2022-04-05, 35.35, 35.80, 35.30, 35.45, 2668200
2022-04-04, 34.95, 36.00, 34.85, 35.35, 3006000
2022-04-01, 33.90, 35.05, 33.90, 34.50, 12740700
2022-03-31, 34.75, 34.85, 33.50, 34.15, 6621600
2022-03-30, 35.45, 35.50, 34.55, 35.05, 4293000
2022-03-29, 35.40, 35.50, 35.20, 35.40, 1759300
2022-03-28, 35.50, 35.70, 35.10, 35.40, 4134200
2022-03-25, 35.95, 36.05, 35.50, 35.95, 1192700
2022-03-24, 35.95, 35.95, 35.00, 35.50, 2465300
2022-03-23, 36.15, 36.15, 35.60, 35.95, 5695100
2022-03-22, 36.00, 37.00, 34.30, 36.15, 4567700
2022-03-21, 34.95, 35.95, 34.95, 35.50, 2363700
2022-03-18, 34.95, 35.40, 34.25, 34.50, 2834500
2022-03-17, 35.25, 35.50, 34.50, 34.95, 7984300
2022-03-16, 35.50, 35.50, 34.90, 35.40, 5152100
2022-03-15, 35.60, 36.80, 35.30, 35.65, 3006700
2022-03-14, 35.60, 35.60, 35.30, 35.50, 2714200
2022-03-11, 35.20, 36.00, 35.20, 35.50, 1807600
2022-03-10, 35.10, 35.50, 34.80, 35.05, 9826100
2022-03-09, 36.05, 36.05, 34.90, 35.10, 5545700
2022-03-08, 36.45, 37.00, 35.00, 36.05, 10434800
2022-03-07, 37.40, 37.50, 36.25, 36.70, 1753300
2022-03-04, 37.50, 37.70, 37.40, 37.50, 7450400
2022-03-03, 37.35, 37.75, 37.00, 37.50, 5712100
2022-03-02, 36.50, 37.50, 36.30, 37.00, 10535600
2022-03-01, 35.70, 36.80, 35.70, 36.15, 1549700
2022-02-28, 36.70, 36.75, 35.70, 35.95, 11298700
2022-02-25, 35.10, 36.50, 35.05, 35.65, 10821100
2022-02-24, 36.00, 36.45, 34.05, 34.55, 18336199
2022-02-23, 37.80, 37.80, 35.65, 36.60, 2530300
2022-02-22, 37.90, 38.05, 37.00, 37.85, 6843800
2022-02-21, 37.95, 38.00, 37.90, 37.95, 1566100
2022-02-18, 38.00, 38.00, 37.75, 37.95, 2057900
2022-02-17, 38.00, 38.10, 37.70, 37.95, 6805600
2022-02-16, 37.35, 38.30, 37.35, 37.65, 6751700
2022-02-15, 38.00, 38.50, 37.00, 37.35, 11463100
2022-02-14, 38.50, 38.60, 37.50, 38.10, 2071100
2022-02-11, 38.50, 38.70, 38.05, 38.50, 413900
2022-02-10, 38.70, 38.95, 38.50, 38.70, 14587600
2022-02-09, 38.60, 38.80, 38.05, 38.30, 5454100
2022-02-08, 38.05, 40.00, 38.05, 38.90, 15629900
2022-02-07, 38.00, 38.50, 37.90, 38.05, 2911600
2022-02-04, 38.00, 38.50, 37.85, 38.00, 1182300
2022-02-03, 37.80, 38.20, 37.80, 37.80, 20020301
2022-02-02, 37.50, 38.40, 37.10, 37.60, 5128600
2022-02-01, 37.00, 38.00, 36.80, 37.50, 1874300
2022-01-31, 36.50, 37.50, 36.50, 36.90, 2867800
2022-01-28, 35.85, 37.45, 35.80, 36.20, 11041100
2022-01-27, 36.25, 36.80, 35.70, 35.90, 2088100
2022-01-26, 36.50, 36.60, 35.55, 35.95, 7084400
2022-01-25, 37.20, 37.30, 36.05, 36.55, 7909100
2022-01-24, 37.65, 37.65, 37.00, 37.30, 3478500
2022-01-21, 37.50, 37.60, 37.20, 37.45, 4757900
2022-01-20, 37.00, 37.75, 37.00, 37.55, 3168800
2022-01-19, 37.50, 37.50, 36.60, 37.00, 10997900
2022-01-18, 37.95, 37.95, 37.30, 37.55, 1004400
2022-01-17, 37.85, 37.95, 37.50, 37.65, 4225900
2022-01-14, 37.90, 38.00, 37.75, 37.85, 2009000
2022-01-13, 38.00, 38.00, 37.80, 37.95, 2428200
2022-01-12, 38.20, 38.30, 37.75, 38.00, 5913400
2022-01-11, 38.50, 38.65, 38.20, 38.45, 7366200
2022-01-10, 39.45, 39.50, 38.25, 38.50, 4630700
2022-01-07, 40.00, 40.00, 38.90, 39.90, 4576700
2022-01-06, 40.00, 40.10, 39.55, 40.00, 5136500
2022-01-05, 39.00, 40.00, 39.00, 39.55, 6747300
2022-01-04, 38.75, 39.50, 38.65, 39.05, 4115300
2022-01-03, 38.00, 38.65, 37.80, 38.15, 9414200
2021-12-31, 37.15, 38.00, 37.15, 37.95, 6797900
2021-12-30, 38.30, 38.30, 37.10, 37.65, 1352500
2021-12-29, 39.55, 39.55, 38.05, 38.75, 330800
2021-12-28, 40.10, 40.10, 38.00, 39.35, 1047800
2021-12-24, 39.55, 40.10, 39.55, 40.00, 4242200
2021-12-23, 39.50, 40.25, 39.05, 39.95, 7033100
2021-12-22, 38.45, 39.00, 38.20, 38.65, 5159400
2021-12-21, 37.95, 38.45, 37.80, 38.05, 4404400
2021-12-20, 37.90, 38.50, 37.75, 38.00, 9517100
2021-12-17, 38.00, 38.00, 37.70, 37.95, 2245600
2021-12-16, 37.80, 38.00, 37.65, 37.75, 6317300
2021-12-15, 37.40, 37.90, 37.40, 37.70, 9682800
2021-12-14, 38.00, 38.20, 37.30, 37.75, 9801200
2021-12-10, 37.90, 38.00, 37.60, 37.80, 7431200
2021-12-09, 36.65, 37.55, 36.50, 36.95, 12216600
2021-12-08, 37.00, 37.00, 36.50, 36.60, 10120600
2021-12-07, 36.90, 36.95, 36.00, 36.50, 12844300
2021-12-06, 37.05, 37.20, 36.50, 36.95, 5032000
2021-12-03, 37.85, 37.85, 36.80, 37.05, 6319400
2021-12-02, 38.00, 38.45, 37.50, 37.90, 9865300
2021-12-01, 37.95, 38.25, 37.60, 37.90, 11304200
2021-11-30, 38.00, 38.15, 37.55, 37.95, 15651000
2021-11-29, 38.00, 38.50, 37.00, 38.05, 8976600
2021-11-26, 37.50, 38.50, 37.05, 38.00, 62798301
2021-11-25, 36.50, 37.50, 36.50, 37.00, 24867699
2021-11-24, 38.00, 38.00, 36.60, 36.95, 15040900
2021-11-23, 37.95, 38.25, 36.75, 37.55, 6190100
2021-11-22, 38.80, 39.00, 36.05, 37.95, 3760000
2021-11-19, 39.70, 39.70, 38.55, 39.25, 16376700
2021-11-18, 39.85, 39.95, 39.60, 39.70, 2667100
2021-11-17, 40.00, 40.10, 39.55, 39.85, 6123300
2021-11-16, 40.20, 40.20, 40.00, 40.05, 744000
2021-11-15, 40.20, 40.30, 39.85, 40.05, 7309400
2021-11-12, 40.35, 40.50, 40.00, 40.20, 6007400
2021-11-11, 40.05, 40.60, 40.00, 40.50, 15630100
2021-11-10, 40.10, 40.90, 40.05, 40.50, 8330900
2021-11-09, 40.00, 40.35, 39.90, 40.10, 15943500
2021-11-08, 40.15, 40.70, 39.90, 40.05, 2162200
2021-11-05, 40.80, 40.80, 39.50, 40.20, 4074300
2021-11-04, 41.45, 41.50, 40.50, 41.05, 4115800
2021-11-03, 41.50, 41.80, 41.25, 41.60, 8129600
2021-11-02, 41.50, 42.00, 41.50, 41.65, 3619800
2021-11-01, 42.70, 42.75, 41.60, 41.95, 2655400
2021-10-29, 42.50, 43.00, 42.10, 42.80, 4171800
2021-10-28, 42.20, 43.10, 42.00, 42.85, 3650300
2021-10-27, 42.20, 42.20, 41.85, 42.00, 3569600
2021-10-26, 41.80, 42.20, 41.50, 42.05, 1093400
2021-10-25, 42.50, 42.95, 41.70, 42.35, 9908300
2021-10-22, 42.50, 43.10, 42.25, 42.95, 2725100
2021-10-21, 42.50, 42.85, 42.40, 42.50, 9642700
2021-10-19, 43.00, 43.00, 42.00, 42.15, 6477500
2021-10-18, 43.00, 43.20, 42.30, 42.90, 5229800
2021-10-15, 42.55, 43.55, 42.50, 43.10, 11272800
2021-10-14, 42.00, 42.55, 41.85, 42.45, 2458200
2021-10-13, 42.10, 42.35, 41.65, 42.00, 482500
2021-10-12, 41.65, 42.20, 41.60, 41.85, 10915100
2021-10-08, 42.00, 42.35, 41.55, 41.65, 22194199
2021-10-07, 42.95, 42.95, 42.05, 42.35, 2423000
2021-10-06, 43.50, 43.50, 42.50, 42.95, 13218200
2021-10-05, 43.60, 43.70, 42.65, 42.95, 6028700
2021-10-04, 44.00, 44.00, 43.00, 43.60, 5958000
2021-10-01, 42.00, 44.00, 42.00, 43.20, 2299500
2021-09-30, 41.65, 42.75, 41.30, 42.10, 6713400
2021-09-29, 41.60, 42.50, 41.15, 41.65, 3495900
2021-09-28, 41.80, 41.85, 41.40, 41.55, 2098200
2021-09-27, 41.95, 42.05, 41.70, 41.85, 7587400
2021-09-24, 41.80, 42.00, 41.75, 41.80, 1225100
2021-09-23, 42.00, 42.40, 41.80, 41.95, 7496400
2021-09-22, 41.65, 42.00, 41.65, 41.85, 7928200
2021-09-21, 42.65, 43.00, 41.50, 41.80, 11426100
2021-09-20, 43.15, 43.50, 42.45, 42.90, 1645900
2021-09-17, 42.60, 43.90, 42.60, 43.20, 3732700
2021-09-16, 42.50, 43.00, 42.50, 42.65, 9420400
2021-09-15, 42.35, 43.00, 42.35, 42.45, 6201000
2021-09-14, 42.35, 43.00, 42.20, 42.45, 5672500
2021-09-13, 42.50, 42.80, 42.25, 42.40, 9208200
2021-09-10, 42.20, 42.55, 42.00, 42.50, 4192100
2021-09-09, 42.10, 42.60, 42.10, 42.50, 7335800
2021-09-08, 41.95, 42.15, 41.80, 42.00, 5013700
2021-09-07, 41.50, 42.00, 41.40, 41.60, 5436400
2021-09-06, 42.15, 42.40, 41.80, 42.15, 2349500
2021-09-03, 42.45, 42.45, 42.00, 42.15, 2360600
2021-09-02, 42.60, 42.60, 42.25, 42.45, 1743000
2021-09-01, 42.40, 42.95, 42.00, 42.60, 6425500
2021-08-31, 43.60, 44.00, 42.05, 42.60, 6505200
2021-08-30, 44.30, 44.30, 43.60, 43.70, 614400
2021-08-27, 44.30, 44.90, 43.65, 44.35, 1947700
2021-08-26, 44.30, 45.00, 44.00, 44.45, 8272700
2021-08-25, 44.95, 44.95, 44.00, 44.60, 6118200
2021-08-24, 44.45, 45.00, 44.00, 44.95, 2803400
2021-08-23, 44.30, 45.25, 44.00, 44.95, 7715500
2021-08-20, 43.85, 44.75, 43.60, 44.45, 5049400
2021-08-19, 44.20, 44.20, 43.60, 43.85, 25494801
2021-08-18, 45.00, 45.00, 43.65, 44.20, 4263100
2021-08-17, 43.65, 45.25, 43.60, 44.90, 11965700
2021-08-16, 43.20, 44.25, 43.00, 43.60, 5818000
2021-08-13, 43.20, 43.25, 42.85, 43.00, 509200
2021-08-12, 43.10, 43.20, 42.70, 43.00, 1311600
2021-08-11, 42.95, 43.00, 42.50, 42.95, 7164800
2021-08-10, 43.00, 43.20, 42.70, 42.95, 3824400
2021-08-09, 42.10, 43.20, 42.00, 42.95, 15584900
2021-08-06, 41.30, 42.75, 41.30, 42.10, 3268000
2021-08-05, 41.10, 41.65, 41.10, 41.25, 7336300
2021-08-04, 41.05, 41.20, 41.05, 41.10, 752200
2021-08-03, 41.30, 41.30, 41.00, 41.05, 3433600
2021-08-02, 41.50, 41.55, 41.00, 41.40, 3375700
2021-07-30, 42.00, 42.35, 41.75, 41.95, 9102400
2021-07-29, 41.55, 42.15, 41.55, 41.90, 3728700
2021-07-28, 42.00, 42.55, 41.30, 41.75, 3179300
2021-07-27, 42.75, 42.80, 41.10, 41.80, 3433400
2021-07-26, 43.00, 43.00, 42.55, 42.80, 754600
2021-07-23, 42.80, 43.00, 42.55, 42.80, 6664300
2021-07-22, 42.95, 42.95, 42.50, 42.80, 4880100
2021-07-21, 42.50, 42.90, 42.50, 42.80, 8159300
2021-07-19, 42.90, 42.90, 41.75, 42.60, 5471700
2021-07-16, 42.90, 42.90, 42.30, 42.60, 7553700
2021-07-15, 42.20, 42.95, 41.55, 42.60, 3754200
2021-07-14, 41.50, 42.40, 41.20, 41.75, 1736900
2021-07-13, 41.00, 41.50, 40.70, 41.20, 6093200
2021-07-12, 41.30, 41.40, 40.65, 41.15, 1212400
2021-07-09, 41.20, 41.45, 41.20, 41.25, 4145900
2021-07-08, 41.40, 41.50, 41.05, 41.40, 2191900
2021-07-07, 42.00, 42.00, 41.00, 41.40, 6559400
2021-07-06, 41.40, 41.50, 41.20, 41.30, 8916600
2021-07-05, 41.30, 41.50, 41.25, 41.40, 3303100
2021-07-02, 41.25, 42.00, 41.20, 41.35, 10369000
2021-07-01, 41.75, 42.45, 41.25, 42.00, 6616500
2021-06-30, 41.00, 42.00, 41.00, 41.45, 1567300
2021-06-29, 40.90, 41.75, 40.55, 40.85, 5822600
2021-06-28, 41.00, 41.00, 40.45, 40.70, 5135400
2021-06-25, 41.00, 41.25, 40.50, 40.75, 7035700
2021-06-24, 41.25, 41.25, 40.80, 40.95, 9055800
2021-06-23, 41.00, 41.30, 41.00, 41.15, 5347200
2021-06-22, 41.50, 41.50, 41.05, 41.30, 18738600
2021-06-21, 41.25, 41.40, 41.00, 41.30, 2453100
2021-06-18, 41.90, 41.95, 41.05, 41.25, 12133300
2021-06-17, 41.90, 41.95, 41.25, 41.60, 1814900
2021-06-16, 41.45, 42.20, 41.45, 41.95, 9027100
2021-06-15, 41.50, 42.00, 41.30, 41.60, 4987800
2021-06-14, 41.25, 41.70, 41.25, 41.45, 805800
2021-06-11, 41.30, 41.80, 41.00, 41.25, 20279400
2021-06-10, 41.00, 41.55, 41.00, 41.25, 6835900
2021-06-09, 41.05, 41.50, 41.00, 41.00, 12544200
2021-06-08, 40.60, 41.20, 40.60, 40.95, 1140500
2021-06-07, 40.55, 41.00, 40.50, 40.55, 3101100
2021-06-04, 41.10, 41.10, 40.20, 40.50, 1004200
2021-06-03, 41.30, 41.75, 40.50, 41.00, 4545100
2021-06-02, 41.85, 41.85, 40.30, 41.10, 5847500
2021-05-31, 41.80, 41.80, 40.00, 40.85, 1955700
2021-05-28, 40.50, 42.20, 40.00, 41.85, 14150900
2021-05-27, 41.90, 41.90, 39.25, 40.35, 13876200
2021-05-26, 42.75, 42.80, 41.10, 41.80, 6141500
2021-05-25, 42.50, 43.10, 42.05, 42.75, 19488900
2021-05-24, 40.85, 43.45, 40.85, 41.75, 8560800
2021-05-21, 39.45, 40.10, 39.05, 39.50, 10058400
2021-05-20, 39.00, 39.95, 38.10, 38.90, 3253700
2021-05-19, 38.30, 39.00, 37.80, 38.05, 20924500
2021-05-18, 39.00, 39.00, 38.10, 38.35, 7811900
2021-05-17, 39.40, 39.50, 38.65, 39.00, 24876500
2021-05-13, 39.90, 39.90, 39.00, 39.40, 2321100
2021-05-12, 40.05, 40.55, 39.60, 40.10, 5833200
2021-05-11, 40.80, 40.95, 40.00, 40.60, 12185800
2021-05-10, 40.65, 41.25, 40.65, 40.85, 3927500
2021-05-07, 40.70, 40.90, 40.65, 40.80, 15341400
2021-05-06, 40.50, 40.85, 40.30, 40.65, 10568600
2021-05-05, 40.55, 40.75, 40.45, 40.50, 4582700
2021-05-04, 40.55, 41.00, 40.45, 40.75, 9132400
2021-05-03, 40.50, 41.00, 40.30, 40.50, 3331500
2021-04-30, 40.25, 40.65, 40.00, 40.35, 10465400
2021-04-29, 40.50, 41.00, 40.00, 40.35, 10140200
2021-04-28, 39.00, 40.20, 39.00, 39.90, 11071200
2021-04-27, 39.00, 39.60, 39.00, 39.35, 10080800
2021-04-26, 38.50, 39.20, 38.40, 39.00, 6809000
2021-04-23, 39.10, 39.10, 38.00, 38.80, 2854800
2021-04-22, 38.80, 39.25, 38.80, 39.10, 2293400
2021-04-21, 38.60, 39.25, 38.50, 39.00, 9418500
2021-04-20, 38.20, 38.90, 38.00, 38.40, 5128500
2021-04-19, 38.00, 38.40, 37.80, 38.00, 2238300
2021-04-16, 38.15, 38.55, 38.15, 38.40, 5569200
2021-04-15, 37.35, 38.45, 37.35, 38.15, 7139700
2021-04-14, 37.00, 37.50, 36.70, 37.10, 7655200
2021-04-13, 36.50, 37.00, 36.50, 36.65, 8410100
2021-04-12, 36.30, 37.00, 36.30, 36.55, 3348200
2021-04-09, 36.25, 36.40, 36.00, 36.30, 8004600
2021-04-08, 36.25, 36.70, 36.00, 36.15, 10535500
2021-04-07, 36.95, 37.00, 36.50, 36.80, 17077301
2021-04-06, 37.05, 37.05, 36.40, 36.75, 2456300
2021-04-01, 36.50, 37.30, 36.15, 37.05, 7286500
2021-03-31, 37.25, 37.25, 35.80, 36.25, 14718400
2021-03-30, 37.70, 38.00, 36.95, 37.35, 16954900
2021-03-29, 38.00, 38.45, 37.40, 37.60, 8527800
2021-03-26, 38.50, 39.00, 38.50, 38.75, 3904500
2021-03-25, 39.50, 39.95, 38.90, 39.50, 2262900
2021-03-24, 39.75, 39.75, 39.00, 39.45, 8307800
2021-03-23, 39.05, 39.50, 39.05, 39.45, 8991700
2021-03-22, 38.70, 39.25, 38.50, 38.90, 7901600
2021-03-19, 38.25, 39.00, 38.20, 38.60, 3192500
2021-03-18, 37.65, 38.40, 37.60, 38.10, 1857800
2021-03-17, 37.50, 38.00, 37.40, 37.55, 232900
2021-03-16, 37.40, 38.00, 37.00, 37.40, 8374200
2021-03-15, 37.10, 37.50, 37.05, 37.35, 7024800
2021-03-12, 37.50, 37.50, 36.75, 37.10, 3094100
2021-03-11, 37.70, 38.10, 36.95, 37.55, 9576300
2021-03-10, 36.30, 38.50, 36.30, 37.55, 15450500
2021-03-09, 36.00, 36.90, 35.50, 36.15, 7272100
2021-03-08, 37.70, 37.70, 35.50, 35.90, 8741900
2021-03-05, 37.45, 38.00, 37.00, 37.30, 2917100
2021-03-04, 38.00, 38.00, 37.05, 37.85, 11565600
2021-03-03, 38.70, 38.95, 37.50, 38.00, 1498800
2021-03-02, 38.55, 38.75, 38.00, 38.60, 10457400
2021-03-01, 38.50, 39.00, 38.10, 38.70, 5745000
2021-02-26, 38.90, 39.00, 38.10, 38.75, 4880400
2021-02-25, 38.90, 39.00, 38.70, 39.00, 5449000
2021-02-24, 38.80, 39.00, 38.55, 39.00, 9979400
2021-02-23, 38.55, 39.25, 38.55, 39.00, 21385900
2021-02-22, 39.00, 39.05, 38.00, 38.90, 12603100
2021-02-19, 38.50, 38.95, 38.45, 38.75, 7395700
2021-02-18, 38.55, 38.90, 38.10, 38.45, 2235000
2021-02-17, 38.60, 38.90, 38.35, 38.75, 7737700
2021-02-16, 39.00, 39.00, 38.25, 38.50, 5197800
2021-02-15, 39.25, 39.25, 38.55, 39.05, 6090000
2021-02-12, 37.85, 39.00, 37.80, 38.35, 2847000
2021-02-11, 36.65, 38.00, 36.65, 37.80, 3948700
2021-02-10, 36.60, 36.85, 36.00, 36.40, 2833100
2021-02-09, 36.00, 37.00, 36.00, 36.60, 8129600
2021-02-08, 35.75, 36.25, 35.75, 35.95, 2542000
2021-02-05, 36.95, 37.00, 35.75, 36.20, 226400
2021-02-04, 36.20, 37.20, 36.20, 36.85, 18668801
2021-02-03, 35.50, 36.95, 35.50, 36.45, 3181300
2021-02-02, 35.50, 35.80, 35.05, 35.55, 10443600
2021-02-01, 35.80, 35.85, 34.95, 35.15, 10614000
2021-01-29, 36.25, 36.25, 35.50, 35.85, 3596400
2021-01-28, 36.50, 36.50, 35.50, 36.20, 4469900
2021-01-27, 36.40, 36.50, 36.20, 36.40, 14316900
2021-01-26, 36.30, 37.00, 36.15, 36.55, 2089800
2021-01-25, 35.50, 36.75, 35.50, 36.45, 10100000
2021-01-22, 35.50, 36.00, 35.00, 35.55, 3037000
2021-01-21, 35.60, 35.90, 34.95, 35.30, 3976400
2021-01-20, 36.25, 36.35, 35.05, 35.85, 4645200
2021-01-19, 36.30, 36.50, 36.20, 36.40, 3441900
2021-01-18, 36.50, 36.50, 36.00, 36.35, 8334900
2021-01-15, 36.60, 36.60, 36.25, 36.55, 13225100
2021-01-14, 35.00, 37.00, 35.00, 36.50, 8378100
2021-01-13, 35.00, 35.25, 35.00, 35.10, 2770000
2021-01-12, 34.50, 35.05, 34.25, 34.90, 7783600
2021-01-11, 34.50, 35.00, 34.50, 34.95, 3905300
2021-01-08, 35.00, 35.00, 34.75, 35.00, 4857800
2021-01-07, 35.00, 35.05, 34.60, 34.95, 2094700
2021-01-06, 35.00, 35.05, 34.50, 35.00, 7923000
2021-01-05, 34.30, 35.00, 34.10, 34.40, 7743600
2021-01-04, 34.00, 34.50, 34.00, 34.25, 3591000
2020-12-31, 34.25, 34.50, 34.15, 34.25, 1342600
2020-12-30, 34.40, 34.40, 33.95, 34.00, 4020000
2020-12-29, 34.00, 34.25, 33.90, 34.05, 898300
2020-12-28, 34.00, 34.20, 33.85, 34.10, 1832100
2020-12-24, 33.85, 34.10, 33.85, 34.00, 3088500
2020-12-23, 34.00, 34.10, 33.50, 34.00, 3049800
2020-12-22, 33.50, 34.05, 33.20, 33.85, 4497100
2020-12-21, 33.00, 33.80, 33.00, 33.30, 1363900
2020-12-18, 33.00, 33.95, 32.75, 33.55, 4546800
